prodcode,productname
13311,Sparine 50mg/ml Injection (Wyeth Pharmaceuticals)
14610,Promazine 50mg/5ml oral solution sugar free
15161,Promazine 50mg/ml injection
15395,Promazine 12.5mg/5ml oral solution
17634,Promazine 50mg/5ml oral solution
26660,PROMAZINE HYDROCHLORIDE
33493,Sparine 100mg Tablet (Wyeth Pharmaceuticals)
38089,Promazine 50mg/5ml syrup (Rosemont Pharmaceuticals Ltd)
40390,Promazine 25mg/5ml syrup (Rosemont Pharmaceuticals Ltd)
41732,Promazine 50mg tablets (Teva UK Ltd)
41995,Promazine 50mg/ml Injection (Genus Pharmaceuticals Ltd)
43654,Promazine 50mg/ml injection
46945,Promazine 25mg Tablet (Biorex Laboratories Ltd)
55890,Promazine 50mg/5ml Liquid (Rosemont Pharmaceuticals Ltd)
60450,Promazine 25mg tablets (A A H Pharmaceuticals Ltd)
63601,Promazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)
65449,Promazine 25mg tablets (Teva UK Ltd)
67799,Promazine 50mg/5ml oral suspension
71382,Promazine 50mg/5ml oral solution (A A H Pharmaceuticals Ltd)
3926,Modecate 25mg/ml Injection (Sanofi-Synthelabo Ltd)
5212,Fluphenazine 1mg tablets
5298,Fluphenazine 5mg tablets
5597,Moditen 1mg tablets (Sanofi)
7918,Moditen 2.5mg tablets (Sanofi)
8043,MODECATE 12.5 MG INJ
8377,Fluphenazine 2.5mg tablets
9022,Fluphenazine decanoate 25mg/ml Injection
10514,Fluphenazine decanoate 100mg/ml Injection
12128,Modecate concentrate 100mg/ml Injection (Sanofi-Synthelabo Ltd)
16229,FLUPHENAZINE DECANOATE 12.5 MG INJ
17190,Fluphenazine enanthate 25mg/ml Injection
20703,Moditen 5mg tablets (Sanofi-Synthelabo Ltd)
22174,MODECATE
23340,MODECATE CONC
24107,FLUPHENAZINE HCl ELI
25835,Moditen enanthate 25mg/ml Injection (Sanofi-Synthelabo Ltd)
26684,MODECATE DISPOSABLE SYRINGE
26692,MODECATE DISPOSABLE SYRINGE
33780,Modecate 25mg/1ml solution for injection ampoules (Sanofi)
35065,Fluphenazine decanoate 25mg/1ml solution for injection ampoules
35122,Modecate 12.5mg/0.5ml solution for injection ampoules (Sanofi)
35176,Fluphenazine decanoate 100mg/1ml solution for injection ampoules
35391,Fluphenazine decanoate 50mg/0.5ml solution for injection ampoules
35445,Modecate 50mg/2ml solution for injection ampoules (Sanofi)
35455,Modecate Concentrate 100mg/1ml solution for injection ampoules (Sanofi)
35487,Modecate Concentrate 50mg/0.5ml solution for injection ampoules (Sanofi)
35530,Fluphenazine decanoate 12.5mg/0.5ml solution for injection ampoules
35723,Fluphenazine decanoate 50mg/2ml solution for injection ampoules
41970,Fluphenazine decanoate 25mg/1ml solution for injection ampoules (Hospira UK Ltd)
41971,Fluphenazine decanoate 25mg/ml Injection (Antigen Pharmaceuticals)
66652,Decazate 25mg/ml Injection (Berk Pharmaceuticals Ltd)
228,Fentazin 5mg/ml Injection (Goldshield Pharmaceuticals Ltd)
609,Perphenazine 2mg tablets
840,Fentazin 2mg tablets (AMCo)
2157,Perphenazine 4mg tablets
7919,Fentazin 4mg tablets (AMCo)
14987,Perphenazine 2mg/5ml oral solution sugar free
17087,Perphenazine 5mg/ml injection
20061,PERPHENAZINE 8 MG TAB
24282,FENTAZIN 8 MG TAB
25909,Perphenazine 4mg/5ml Oral solution sugar free
85,Prochlorperazine 5mg tablets
227,Stemetil 5mg suppositories (Sanofi)
237,PROCHLORPERAZINE 5 MG ELI
500,Buccastem 3mg Tablet (Reckitt Benckiser Healthcare (UK) Ltd)
512,Stemetil 5mg Tablet (Castlemead Healthcare Ltd)
1234,Stemetil 25mg suppositories (Sanofi)
1434,Prochlorperazine 5mg suppositories
1990,Prochlorperazine 25mg suppositories
3024,PROCHLORPERAZINE MALEATE 3 MG TAB
3246,Stemetil 12.5mg/ml Injection (Castlemead Healthcare Ltd)
3738,Stemetil Eff 5mg sachets (Sanofi)
3932,Prochlorperazine 25mg tablets
4401,Prochlorperazine maleate 10mg modified release capsule
4769,Prochlorperazine 3mg buccal tablets
5497,Stemetil 25mg tablets (Sanofi)
5510,Prochlorperazine mesilate 12.5mg/ml injection
5971,Buccastem M 3mg tablets (Alliance Pharmaceuticals Ltd)
6036,Prochlorperazine 5mg/5ml oral solution
7593,Stemetil 5mg/5ml Oral solution (Castlemead Healthcare Ltd)
7985,STEMETIL 2.5 MG SUP
8689,Vertigon spansule 10 10mg Spansule (GlaxoSmithKline Consumer Healthcare)
9590,Prochlorperazine 5mg effervescent granules sachets sugar free
13607,Proziere 5mg tablets (Ashbourne Pharmaceuticals Ltd)
14356,Stemetil 12.5mg/1ml solution for injection ampoules (Sanofi)
14364,Prochlorperazine 12.5mg/1ml solution for injection ampoules
15438,Prochlorperazine maleate 15mg modified release capsul
17849,Vertigon spansule 15 15mg Spansule (GlaxoSmithKline Consumer Healthcare)
19824,STEMETIL (1ML)
24243,STEMETIL
32064,Prochlorperazine 5mg tablets (Actavis UK Ltd)
32122,Prochlorperazine 12.5mg/1ml solution for injection ampoules (AMCo)
32551,Prochlorperazine 5mg tablets (IVAX Pharmaceuticals UK Ltd)
32772,Prochlorperazine 5mg tablets (Generics (UK) Ltd)
32876,Prochlorperazine 5mg tablets (Teva UK Ltd)
34344,Prochlorperazine 5mg tablets (A A H Pharmaceuticals Ltd)
39887,Stemetil 5mg tablets (Sanofi)
40001,Stemetil 5mg/5ml syrup (Sanofi)
42882,Buccastem 3mg tablets (Alliance Pharmaceuticals Ltd)
43420,Prochlorperazine 5mg tablets (Dr Reddy's Laboratories (UK) Ltd)
49170,Stemetil 5mg tablets (Lexon (UK) Ltd)
50462,Stemetil 5mg tablets (DE Pharmaceuticals)
51551,Stemetil 5mg tablets (Mawdsley-Brooks & Company Ltd)
51579,Stemetil 5mg tablets (Sigma Pharmaceuticals Plc)
54429,Stemetil 5mg tablets (Waymade Healthcare Plc)
54458,Prochlorperazine 5mg Tablet (Teva UK Ltd)
55038,Prochlorperazine 5mg tablets (Sigma Pharmaceuticals Plc)
59008,Prochlorperazine 3mg buccal tablets (Focus Pharmaceuticals Ltd)
60971,Prochlorperazine 3mg buccal tablets (A A H Pharmaceuticals Ltd)
61592,Prochlorperazine 5mg tablets (Almus Pharmaceuticals Ltd)
62115,Prochlorperazine 5mg tablets (Genesis Pharmaceuticals Ltd)
66990,Prochlorperazine 3mg buccal tablets (Alliance Healthcare (Distribution) Ltd)
68942,Prochlorperazine 5mg tablets (DE Pharmaceuticals)
1159,Trifluoperazine 2mg modified-release capsules
1245,Trifluoperazine 5mg tablets
1316,Stelazine 5mg tablets (Mercury Pharma Group Ltd)
1318,Stelazine 1mg tablets (Mercury Pharma Group Ltd)
1735,Stelazine 10mg Spansules (Mercury Pharma Group Ltd)
1857,Trifluoperazine 1mg tablets
2713,Stelazine 2mg Spansules (Mercury Pharma Group Ltd)
2714,Trifluoperazine 10mg modified-release capsules
3356,Parstelin Tablet (GlaxoSmithKline Consumer Healthcare)
3937,Trifluoperazine 15mg modified-release capsules
3955,Tranylcypromine with trifluoperazine Tablet
7479,Stelazine 1mg/ml Injection (Goldshield Pharmaceuticals Ltd)
8042,Stelazine 15mg Spansules (Mercury Pharma Group Ltd)
8445,Stelabid Tablet (GlaxoSmithKline Consumer Healthcare)
8537,Trifluoperazine 1mg/ml Injection
8775,STELAZINE TAB
8985,Stelazine 1mg/5ml syrup (Mercury Pharma Group Ltd)
10356,TRIFLUOPERAZINE TAB
10535,TRIFLUOPERAZINE 5.00MG/ML 5 MG SYR
11531,Trifluoperazine 5mg/5ml oral solution sugar free
13145,Trifluoperazine 1mg/5ml oral solution sugar free
18289,Stelazine 10mg/ml Concentrate (Goldshield Pharmaceuticals Ltd)
18668,Trifluoperazine 10mg/ml concentrate
19645,TRIFLUOPERAZINE 5.00mg/ml
22245,TRIFLUOPERAZINE 10mg/ml
24890,Trifluoperazine with tranylcypromine 1mg + 10mg Tablet
27582,STELAZINE
28965,TRIFLUOPERAZINE HCL/ISOPROP.IODIDE FORTE TAB
29838,STELAZINE CONCENTRATE 10mg/ml
29948,Stelazine Forte 1mg/ml oral solution (Mercury Pharma Group Ltd)
40162,Trifluoperazine 1mg tablets (A A H Pharmaceuticals Ltd)
41663,Trifluoperazine 5mg tablets (A A H Pharmaceuticals Ltd)
55382,Trifluoperazine 1mg/5ml oral solution sugar free (AMCo)
57605,Stelazine 1mg tablets (Lexon (UK) Ltd)
64216,Stelazine 5mg tablets (Imported (South Africa))
67805,Stelazine 1mg tablets (Imported (South Africa))
71387,Stelazine 5mg tablets (Lexon (UK) Ltd)
7833,Neulactil 2.5mg Tablet (JHC Healthcare Ltd)
7834,Pericyazine 2.5mg tablets
8031,Neulactil 10mg Tablet (JHC Healthcare Ltd)
8032,Pericyazine 10mg tablets
12195,Pericyazine 10mg/5ml oral solution
13902,Neulactil Forte syrup (Sanofi)
15472,Pericyazine 25mg tablet
21064,Neulactil 25mg Tablet (JHC Healthcare Ltd)
22655,PERICYAZINE 2.5 MG ELI
29967,NEULACTIL FORTE
29972,PERICYAZINE
39830,Neulactil 2.5mg tablets (Sanofi)
40881,Neulactil 10mg tablets (Sanofi)
67777,Pericyazine 2.5mg tablets (Zentiva)
284,Melleril 10mg tablets (Novartis Pharmaceuticals UK Ltd)
1162,Melleril 25mg tablets (Novartis Pharmaceuticals UK Ltd)
1192,Thioridazine 10mg tablets
1218,Thioridazine 25mg tablets
1314,Thioridazine 50mg tablets
2502,Melleril 50mg tablets (Novartis Pharmaceuticals UK Ltd)
2801,Thioridazine 10mg/5ml Oral solution
3021,Thioridazine 100mg tablets
3579,Melleril 25mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)
3605,Thioridazine 25mg/5ml oral solution
4673,Melleril 25mg/5ml syrup (Novartis Pharmaceuticals UK Ltd)
8774,Melleril 100mg tablets (Novartis Pharmaceuticals UK Ltd)
9387,Thioridazine 25mg/5ml oral suspension
10405,Thioridazine 25mg/5ml sugar free Oral solution
10675,Thioridazine 100mg/5ml oral suspension
10870,THIORIDAZINE S/F 50 MG/5ML SYR
15157,Melleril 100mg/5ml oral suspension (Novartis Pharmaceuticals UK Ltd)
15598,Thioridazine 100mg/5ml sugar free Oral solution
17399,Thioridazine 50mg/5ml Oral solution
19606,MELLERIL 25mg/5ml
20668,THIORIDAZINE 25mg/5ml
23201,MELLERIL 25mg/5ml
26082,THIORIDAZINE 25mg/5ml
26661,MELLERIL 100mg/5ml
28979,THIORIDAZINE  100mg/5ml
34902,Thioridazine 50mg tablets (A A H Pharmaceuticals Ltd)
34905,Thioridazine 25mg Tablet (IVAX Pharmaceuticals UK Ltd)
35787,Thioridazine 50mg Tablet (IVAX Pharmaceuticals UK Ltd)
42816,Thioridazine 50mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)
43424,Thioridazine 25mg tablets (A A H Pharmaceuticals Ltd)
45860,Thioridazine 100mg Tablet (IVAX Pharmaceuticals UK Ltd)
47361,Thioridazine 10mg/5ml Oral solution (Rosemont Pharmaceuticals Ltd)
47881,Thioridazine 25mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
52143,THIORIDAZINE CONCENTRATE 750MG/5ML 750 MG ELI
67765,Thioridazine 25mg/5ml oral solution (A A H Pharmaceuticals Ltd)
71421,Thioridazine 50mg/5ml oral suspension
10944,Pipotiazine palmitate 50mg/ml depot injection
12340,Piportil 50mg/ml Depot injection (JHC Healthcare Ltd)
35235,Piportil Depot 50mg/1ml solution for injection ampoules (Sanofi)
35488,Piportil Depot 100mg/2ml solution for injection ampoules (Sanofi)
35684,Pipotiazine 50mg/1ml solution for injection ampoules
36394,Pipotiazine 100mg/2ml solution for injection ampoules
329,Haloperidol 1.5mg tablets
475,Haloperidol 10mg tablets
2094,Haldol decanoate 50mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)
2419,Haloperidol 500microgram capsules
2620,Haloperidol 1mg/ml Oral solution
2621,Haloperidol 5mg tablets
3233,Haloperidol 2mg/ml sugar free Liquid
3671,Haloperidol 500microgram tablets
4234,Haloperidol 5mg/ml Injection
5192,Haloperidol 1mg/5ml sugar free Oral solution
5545,Serenace 500microgram capsules (Teva UK Ltd)
6134,Dozic 5mg/5ml oral solution (Rosemont Pharmaceuticals Ltd)
6523,Haldol 5mg/ml Injection (Janssen-Cilag Ltd)
7436,Serenace 5mg/1ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)
8129,Haloperidol 20mg/2ml solution for injection ampoules
8136,HALOPERIDOL 5 MG LIQ
8153,Serenace 2mg/ml liquid (Teva UK Ltd)
8979,Serenace 1.5mg tablets (Teva UK Ltd)
9975,Haloperidol 1mg/ml sugar free Oral solution
10435,Haloperidol 10mg/ml Oral solution
10565,Haloperidol decanoate 50mg/1ml solution for injection ampoules
11213,Haloperidol 2mg/5ml sugar free Oral solution
12050,HALOPERIDOL 100MG/ML 100 MG INJ
12386,Haldol decanoate 100mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)
12387,Haloperidol 20mg tablets
12921,Haldol 2mg/ml oral solution (Janssen-Cilag Ltd)
13105,Haloperidol 2mg/ml Oral solution
13338,Serenace 5mg tablets (Teva UK Ltd)
13391,SERENACE 20 MG INJ
13483,Serenace 20mg tablets (Teva UK Ltd)
13484,Serenace 10mg tablets (Teva UK Ltd)
15645,HALDOL 20 MG TAB
15814,Haloperidol decanoate 100mg/1ml solution for injection ampoules
17379,Haloperidol 1.5mg/5ml sugar free Oral solution
22660,Haldol 5mg tablets (Janssen-Cilag Ltd)
23678,Haldol 10mg tablets (Janssen-Cilag Ltd)
24494,Haldol 10mg/ml Liquid (Janssen-Cilag Ltd)
25063,HALOPERIDOL 100mg/ml
28679,Dozic 2mg/ml Oral solution (Rosemont Pharmaceuticals Ltd)
28968,Serenace 20mg/2ml solution for injection ampoules (IVAX Pharmaceuticals UK Ltd)
30351,HALDOL 1.5 MG TAB
32051,Haloperidol 5mg Tablet (Generics (UK) Ltd)
32838,Haloperidol 1.5mg tablets (IVAX Pharmaceuticals UK Ltd)
34039,Haloperidol 1mg/ml Liquid (Rosemont Pharmaceuticals Ltd)
34272,Haloperidol 5mg/ml Injection (Antigen Pharmaceuticals)
34339,Haloperidol 1.5mg tablets (A A H Pharmaceuticals Ltd)
34903,Haloperidol 5mg tablets (IVAX Pharmaceuticals UK Ltd)
36771,Haloperidol 250micrograms/5ml oral suspension
38262,Haloperidol 5mg/1ml solution for injection ampoules
38540,Haldol 5mg/1ml solution for injection ampoules (Janssen-Cilag Ltd)
41420,Haloperidol 500microgram tablets (Sandoz Ltd)
41546,Haloperidol 1mg/ml Liquid (Hillcross Pharmaceuticals Ltd)
42000,Haloperidol 2mg/ml Liquid (Rosemont Pharmaceuticals Ltd)
42807,Haloperidol 500microgram Tablet (Lagap)
42895,Haloperidol 5mg tablets (Teva UK Ltd)
43020,Haloperidol Oral solution
43431,Haloperidol 500microgram tablets (A A H Pharmaceuticals Ltd)
43520,Haloperidol 1.5mg tablets (Teva UK Ltd)
45810,Haloperidol 10mg/5ml oral solution sugar free
45880,Haloperidol 5mg/5ml oral solution sugar free
47013,Haloperidol 1mg/5ml oral suspension
47149,Haloperidol 1mg/5ml oral solution
47808,Haloperidol 10mg/5ml oral solution sugar free (A A H Pharmaceuticals Ltd)
49207,Haloperidol 2mg/5ml oral solution
52050,Haloperidol 1.5mg/5ml oral suspension
53649,Haloperidol 2mg/5ml oral suspension
55848,Haloperidol 5mg/1ml solution for injection ampoules (AMCo)
55871,Haloperidol 2mg/ml Liquid (Hillcross Pharmaceuticals Ltd)
60942,Haloperidol 5mg/5ml oral solution
67364,Haloperidol 5mg tablets (Crescent Pharma Ltd)
69365,Haloperidol 1mg/ml sugar free Oral solution (Pinewood Healthcare)
70112,Haloperidol 200micrograms/ml oral solution sugar free
70584,Haloperidol 500micrograms/5ml oral solution
71415,Haloperidol 5mg/5ml oral suspension
2540,Benperidol 250microgram tablets
21744,Anquil 250microgram Tablet (Concord Pharmaceuticals Ltd)
31796,Benquil 250microgram tablets (Concord Pharmaceuticals Ltd)
47365,Anquil 250microgram tablets (Archimedes Pharma UK Ltd)
3773,Droperidol 10mg tablets
13341,DROPERIDOL 5 MG/5ML ELI
13369,Droleptan 1mg/ml Oral solution (Janssen-Cilag Ltd)
15128,Droperidol 1mg/ml liquid
15171,Droleptan 10mg Tablet (Janssen-Cilag Ltd)
21125,Droleptan 5mg/ml Injection (Janssen-Cilag Ltd)
22609,Droperidol 5mg/ml injection
24457,Fentanyl with droperidol 500microgramwith2.5mg/ml Injection
25759,DROPERIDOL
40928,Droperidol 2.5mg/1ml solution for injection ampoules
42229,Droperidol oral liquid
53634,Droperidol capsules
57571,Droperidol 5mg/5ml oral solution
71401,Droperidol 1mg capsules
18991,Oxypertine 40mg tablets
8922,Oxypertine 10mg capsules
12666,Sertindole 4mg tablets
16998,Sertindole 12mg tablets
17050,Sertindole 20mg tablets
19900,Sertindole 16mg tablets
23162,Serdolect 16mg tablets (Lundbeck Ltd)
25966,Serdolect 4mg tablets (Lundbeck Ltd)
31063,Serdolect 12mg tablets (Lundbeck Ltd)
71389,Serdolect 20mg tablets (Lundbeck Ltd)
62387,Lurasidone 37mg tablets
62463,Latuda 37mg tablets (Sunovion Pharmaceuticals Europe Ltd)
62517,Lurasidone 74mg tablets
62924,Lurasidone 18.5mg tablets
64210,Latuda 74mg tablets (Sunovion Pharmaceuticals Europe Ltd)
67717,Latuda 18.5mg tablets (Sunovion Pharmaceuticals Europe Ltd)
600,Flupentixol 1mg tablets
1733,Flupentixol decanoate 20mg/ml Injection
2136,Depixol 20mg/ml Injection (Lundbeck Ltd)
2155,Depixol -conc 100mg/ml Injection (Lundbeck Ltd)
2156,Depixol 40mg/2ml solution for injection ampoules (Lundbeck Ltd)
2275,Flupentixol 500microgram tablets
2276,Flupentixol 40mg/2ml solution for injection ampoules
3951,Fluanxol 1mg tablets (Lundbeck Ltd)
3953,Fluanxol 500microgram tablets (Lundbeck Ltd)
5707,Flupentixol 3mg tablets
5712,Depixol 3mg tablets (Lundbeck Ltd)
8712,Flupentixol decanoate 100mg/ml Injection
14130,Depixol Low Volume 200mg/1ml solution for injection ampoules (Lundbeck Ltd)
14839,Flupentixol 200mg/1ml solution for injection ampoules
14889,Depixol Conc 100mg/1ml solution for injection ampoules (Lundbeck Ltd)
14966,Flupentixol 20mg/1ml solution for injection ampoules
18155,Flupentixol 50mg/0.5ml solution for injection ampoules
18175,Flupentixol 100mg/1ml solution for injection ampoules
18197,Depixol Conc 50mg/0.5ml solution for injection ampoules (Lundbeck Ltd)
19283,Depixol 20mg/1ml solution for injection ampoules (Lundbeck Ltd)
19752,DEPIXOL (10ML VIAL)
25015,DEPIXOL-CONC (1ML AMP)
27565,FLUANXOL
50592,Fluanxol 1mg tablets (Sigma Pharmaceuticals Plc)
55620,Flupentixol Liquid
57170,Psytixol 100mg/1ml solution for injection ampoules (Generics (UK) Ltd)
57762,Psytixol 40mg/2ml solution for injection ampoules (Generics (UK) Ltd)
59593,Fluanxol 500microgram tablets (Lexon (UK) Ltd)
59816,Psytixol 50mg/0.5ml solution for injection ampoules (Generics (UK) Ltd)
60782,Psytixol 20mg/1ml solution for injection ampoules (Generics (UK) Ltd)
28147,Taractan 15mg Tablet (Roche Products Ltd)
30111,Chlorprothixene 50mg tablets
1319,Clopixol 10mg tablets (Lundbeck Ltd)
3774,Clopixol 200mg/ml Oily injection (Lundbeck Ltd)
3775,Zuclopenthixol decanoate 200mg/ml oily injection
5762,Clopixol acuphase 50mg/ml Oily injection (Lundbeck Ltd)
9347,Clopixol 25mg tablets (Lundbeck Ltd)
9686,Zuclopenthixol 10mg tablets
12073,Clopixol Conc 500mg/1ml solution for injection ampoules (Lundbeck Ltd)
12224,Zuclopenthixol decanoate 500mg/1ml solution for injection ampoules
12707,Zuclopenthixol 2mg tablets
13368,Clopixol 2mg tablets (Lundbeck Ltd)
13600,Zuclopenthixol 25mg tablets
14576,Zuclopenthixol acetate 50mg/ml oily injection
22049,Clopixol 200mg/1ml solution for injection ampoules (Lundbeck Ltd)
24270,Zuclopenthixol acetate 50mg/1ml solution for injection ampoules
25635,ZUCLOPENTHIXOL DIHYDROCHLORIDE
28355,Zuclopenthixol decanoate 200mg/1ml solution for injection ampoules
31537,Zuclopenthixol acetate 100mg/2ml solution for injection ampoules
31538,Clopixol Acuphase 100mg/2ml solution for injection ampoules (Lundbeck Ltd)
36101,Clopixol Acuphase 50mg/1ml solution for injection ampoules (Lundbeck Ltd)
8044,Redeptin 2mg/ml Injection (Janssen-Cilag Ltd)
10827,Fluspirilene 2mg/ml Injection
26526,FLUSPIRILENE 2.00mg/ml
2489,Pimozide 2mg tablets
4524,Orap 2mg tablets (Janssen-Cilag Ltd)
5821,Pimozide 4mg tablets
8637,Pimozide 10mg tablet
15047,Orap 4mg tablets (Janssen-Cilag Ltd)
27148,Orap 10mg Tablet (Janssen-Cilag Ltd)
64567,Pimozide 1mg tablets
